run	success	duration	cost	ftissue_los	Kp_los	GU__LOSABS_k	GU__f_LOSEFL_k	GU__METEXC_k	LI__E3174EX_k	LI__LOS2E3174_Vmax	LI__E3174L158_k	LI__MBIEX_k	KI__LOSEX_k	KI__E3174EX_k	KI__L158EX_k	message	x	x0
36	True	137.94277691841125	73.13973746570584	0.028372668447352214	12.133819505334662	0.03734646758642956	1.3790499036102946	3.648274422735016e-05	0.010033750996809055	0.0006140105607727754	4.579075829516348e-05	0.053921340838808174	0.08731493866443515	0.033440655989688275	0.24592819885899386	`xtol` termination condition is satisfied.	"[2.83726684e-02 1.21338195e+01 3.73464676e-02 1.37904990e+00
 3.64827442e-05 1.00337510e-02 6.14010561e-04 4.57907583e-05
 5.39213408e-02 8.73149387e-02 3.34406560e-02 2.45928199e-01]"	"[8.95970904e-02 7.31762017e+01 9.46514373e-03 3.51346417e-01
 2.13652887e-04 5.48225917e+00 4.66859936e-02 4.69953275e-03
 2.34173994e-01 1.72164846e-01 3.29368057e-03 4.29835594e-03]"
49	True	136.94853568077087	73.57277084502074	0.053791073201726824	8.138161042406118	0.04139080359206405	2.3977430500259787	4.16806215436644e-05	0.012446234360935223	0.00030753957724896674	8.944454377536399e-05	0.03702551629606729	0.06894906922431224	0.026414019870152378	0.8813055609855135	`xtol` termination condition is satisfied.	"[5.37910732e-02 8.13816104e+00 4.13908036e-02 2.39774305e+00
 4.16806215e-05 1.24462344e-02 3.07539577e-04 8.94445438e-05
 3.70255163e-02 6.89490692e-02 2.64140199e-02 8.81305561e-01]"	"[2.61069085e+00 2.77224046e+00 1.09133690e-03 7.75522020e-01
 4.99432293e-05 1.07138915e+00 8.83795543e-05 6.49505709e-04
 5.29046119e-02 1.38563804e-02 1.58947694e-03 9.65125159e-01]"
81	True	101.69994473457336	73.9977448607903	0.013299353054765609	23.085495030556	0.041975895655087136	2.245465401474936	4.764102978034974e-05	0.009291093636601841	0.00041149708539404495	0.0004193439150578772	0.037123533177218955	0.09416672340550687	0.03380877845755768	0.4769770045860952	`xtol` termination condition is satisfied.	"[1.32993531e-02 2.30854950e+01 4.19758957e-02 2.24546540e+00
 4.76410298e-05 9.29109364e-03 4.11497085e-04 4.19343915e-04
 3.71235332e-02 9.41667234e-02 3.38087785e-02 4.76977005e-01]"	"[7.07961512e-02 3.68013012e+01 6.75248034e-01 1.33490212e-01
 4.72450637e-05 2.25406242e-01 1.70887886e-05 4.06552582e-05
 1.50877944e-04 1.51703725e-01 1.87292387e-01 2.68615457e-02]"
48	True	113.22491359710693	74.21248275556586	0.078596598502684	5.701164514616034	0.03518219558299121	1.3353869740194684	0.036168386022334506	0.011978498023801331	0.0005954560026684303	0.05545521659054285	0.009647914838921974	0.07360178902991837	0.030312586341931284	0.014516688321429546	`xtol` termination condition is satisfied.	"[7.85965985e-02 5.70116451e+00 3.51821956e-02 1.33538697e+00
 3.61683860e-02 1.19784980e-02 5.95456003e-04 5.54552166e-02
 9.64791484e-03 7.36017890e-02 3.03125863e-02 1.45166883e-02]"	"[9.72525497e-02 9.76147746e+00 9.77118947e-03 1.30837425e-01
 9.81500331e-02 3.95282740e+00 1.11847346e-01 1.80106367e-04
 4.30548953e-03 8.17449739e-01 1.05048267e-03 4.17429444e-04]"
83	True	191.98316526412964	74.37067753918964	0.15326452518171724	2.8348313011960835	0.04089661003743449	2.2517008212628444	7.661485040874025e-05	0.01028352137737684	0.00042292683806065994	0.028050504113393392	0.018989456056175687	0.06482403340488103	0.030935620800929993	0.4114326230307251	`xtol` termination condition is satisfied.	"[1.53264525e-01 2.83483130e+00 4.08966100e-02 2.25170082e+00
 7.66148504e-05 1.02835214e-02 4.22926838e-04 2.80505041e-02
 1.89894561e-02 6.48240334e-02 3.09356208e-02 4.11432623e-01]"	"[8.88994160e-01 1.51808552e+00 8.24463476e-04 9.73432713e-01
 3.55380060e-04 1.71816267e+00 7.48918954e-03 1.37052370e-01
 1.12194481e-03 2.97019640e-03 6.29471448e-01 3.04513945e-03]"
98	True	91.87242650985718	74.48566633960927	0.10973393861609343	3.9059913427594815	0.037178709928268	1.4456301338516822	0.0884359160945804	0.009285001701547934	0.0006422357293507478	0.04948828213564347	0.007899049957459825	0.0802052620076252	0.028689021178911443	0.3121258020527347	`xtol` termination condition is satisfied.	"[1.09733939e-01 3.90599134e+00 3.71787099e-02 1.44563013e+00
 8.84359161e-02 9.28500170e-03 6.42235729e-04 4.94882821e-02
 7.89904996e-03 8.02052620e-02 2.86890212e-02 3.12125802e-01]"	"[2.39720309e-01 1.13817192e+00 3.36796993e-03 1.08141469e+00
 4.95078969e-02 4.18683147e-03 5.27011071e-03 5.02817416e-05
 1.85412349e-03 5.04829112e-03 2.54722796e-01 1.25460718e-03]"
87	True	214.4508364200592	74.85437410071897	0.018202248280541886	16.688702652717318	0.037245159659536356	1.1594987946093576	6.322664271989691e-05	0.007601383339895343	0.0007603135937210148	0.018077054869541066	0.032943856286254604	0.09706169397981332	0.03640620693123311	0.04694092289506164	`xtol` termination condition is satisfied.	"[1.82022483e-02 1.66887027e+01 3.72451597e-02 1.15949879e+00
 6.32266427e-05 7.60138334e-03 7.60313594e-04 1.80770549e-02
 3.29438563e-02 9.70616940e-02 3.64062069e-02 4.69409229e-02]"	"[3.88315815e+00 5.19184089e+01 1.65537076e-01 4.08323295e+00
 9.35276422e-03 2.42201484e-03 6.22256047e+00 1.78368399e-03
 3.23885343e-03 2.08550667e-04 1.03837251e-01 1.55284594e-02]"
10	True	133.9302623271942	74.98182563199047	0.06602706129948384	6.096760390982244	0.03516100599996219	1.2793132863736598	0.01693118649132701	0.010248961914869226	0.0006699754187814798	0.053969117632416755	0.009102137419783607	0.0796036944419439	0.033945401037540554	0.0034378174376895826	`xtol` termination condition is satisfied.	"[6.60270613e-02 6.09676039e+00 3.51610060e-02 1.27931329e+00
 1.69311865e-02 1.02489619e-02 6.69975419e-04 5.39691176e-02
 9.10213742e-03 7.96036944e-02 3.39454010e-02 3.43781744e-03]"	"[1.41700548e-01 1.45019668e+00 1.35772129e-03 5.16754738e-01
 2.15084435e-04 1.42633881e-01 2.21372326e-05 6.72286446e-01
 4.63609961e-03 5.76174612e-02 2.69964288e-02 1.99772212e-02]"
93	True	113.10780906677246	74.99451469926164	0.08045340364874151	5.533674475528136	0.0365876376635904	1.6054198157644668	1.4780015439096927e-05	0.01272539974820611	0.0005037448252813538	0.03766659685704037	0.021704429120453297	0.07144021441958175	0.02993011440413483	0.03668946197185964	`xtol` termination condition is satisfied.	"[8.04534036e-02 5.53367448e+00 3.65876377e-02 1.60541982e+00
 1.47800154e-05 1.27253997e-02 5.03744825e-04 3.76665969e-02
 2.17044291e-02 7.14402144e-02 2.99301144e-02 3.66894620e-02]"	"[9.11984406e-02 5.11668479e+00 9.99682106e-04 1.75408347e+00
 9.39057714e-03 4.46147460e-01 2.23475340e-05 7.20757075e-03
 8.20762442e-05 1.03008508e-02 3.08010517e-02 9.25593898e-03]"
42	True	149.6799647808075	75.05946258171768	0.05741562501972334	7.24337730794403	0.035670035333596806	1.2913234489787273	0.0006527051545838012	0.010296282511464482	0.0006344425753107817	0.05115617207419509	0.009770064474282115	0.07826372191033457	0.03088639823436275	0.2113587561429235	`xtol` termination condition is satisfied.	"[5.74156250e-02 7.24337731e+00 3.56700353e-02 1.29132345e+00
 6.52705155e-04 1.02962825e-02 6.34442575e-04 5.11561721e-02
 9.77006447e-03 7.82637219e-02 3.08863982e-02 2.11358756e-01]"	"[2.44594437e-01 1.33335725e+02 2.67095204e-04 5.48936729e+00
 1.90163629e-03 1.32786836e-02 1.24512562e+01 1.51920112e-04
 1.75075811e-05 1.11211522e-03 1.18117304e-04 6.95087123e-04]"
46	True	130.71345686912537	75.33270725350523	0.10085697933214494	4.7865535410377635	0.03384887447969502	0.6214781638613486	0.0016771698313149711	0.009297055015305564	0.0009452786178830054	0.0641323335828654	0.00863167832222645	0.07977788792086969	0.031868142220484556	0.009150177294501512	`xtol` termination condition is satisfied.	"[1.00856979e-01 4.78655354e+00 3.38488745e-02 6.21478164e-01
 1.67716983e-03 9.29705502e-03 9.45278618e-04 6.41323336e-02
 8.63167832e-03 7.97778879e-02 3.18681422e-02 9.15017729e-03]"	"[7.52466738e-02 3.85872597e+01 2.34064956e-03 5.30823124e-01
 2.18523257e-02 8.70191793e-02 1.22771208e+00 1.51614061e+00
 1.85668530e-03 2.90352034e-04 9.41586372e-02 4.14474253e-02]"
43	True	111.09856295585632	75.91021876717359	0.1173985521674273	5.260502746075127	0.037590403246884514	1.2611022792666502	3.626293472651177e-05	0.011200254120124252	0.0004938928669705444	0.018272446435161217	0.04688251989615427	0.0617682009080254	0.026068238654759768	0.00920089052246462	`xtol` termination condition is satisfied.	"[1.17398552e-01 5.26050275e+00 3.75904032e-02 1.26110228e+00
 3.62629347e-05 1.12002541e-02 4.93892867e-04 1.82724464e-02
 4.68825199e-02 6.17682009e-02 2.60682387e-02 9.20089052e-03]"	"[2.30157635e+00 4.26066486e+00 4.13577074e-02 1.12618047e+00
 3.78376892e-04 1.02712438e-03 1.77715716e-05 1.11124900e-05
 1.88448831e-01 1.16441730e-01 3.04508135e-01 1.00111690e-04]"
91	True	217.30066585540771	76.09930535219692	0.08246129295915769	6.6260022558387766	0.03332279926526776	0.1475637007017451	2.8059983525951813e-05	0.009943564921360115	0.001197618871348536	0.0017659412417257306	0.08332685714176111	0.07817064112761866	0.03081528151302953	0.0032621184251748806	`xtol` termination condition is satisfied.	"[8.24612930e-02 6.62600226e+00 3.33227993e-02 1.47563701e-01
 2.80599835e-05 9.94356492e-03 1.19761887e-03 1.76594124e-03
 8.33268571e-02 7.81706411e-02 3.08152815e-02 3.26211843e-03]"	"[5.09843741e-02 1.22653444e+02 5.13484259e-01 3.44479424e+00
 2.37553358e-03 2.71054035e-02 3.43683999e+00 1.18402313e-05
 4.14459264e-03 2.10037771e-04 2.41926433e-02 1.83007845e-04]"
27	True	126.27423906326294	76.17950821690418	0.019039417794241106	18.84843633026803	0.04099435766828779	2.306679694074613	0.000123687962755695	0.013071001446115019	0.0003571220431069048	0.022756245950168563	0.024253178942539522	0.08394906504458347	0.034094534116234435	0.05271659596811472	`xtol` termination condition is satisfied.	"[1.90394178e-02 1.88484363e+01 4.09943577e-02 2.30667969e+00
 1.23687963e-04 1.30710014e-02 3.57122043e-04 2.27562460e-02
 2.42531789e-02 8.39490650e-02 3.40945341e-02 5.27165960e-02]"	"[3.68969744e-02 6.04770343e+01 8.12472174e-03 1.89733751e+00
 2.46838963e-05 3.48719198e+00 1.21376052e-03 7.17157006e-05
 6.43196559e-05 3.43769251e-03 2.68991479e-02 6.00291033e-01]"
35	True	237.094712972641	76.84795988124769	0.23762396794046522	2.1592598504912526	0.03448707760556095	0.2759624234419732	0.0024207927831995314	0.007977556296573087	0.0014055926614088186	0.0708992011771613	0.009088227520980138	0.088642448489515	0.036467828316505524	0.00016719191273385008	`xtol` termination condition is satisfied.	"[2.37623968e-01 2.15925985e+00 3.44870776e-02 2.75962423e-01
 2.42079278e-03 7.97755630e-03 1.40559266e-03 7.08992012e-02
 9.08822752e-03 8.86424485e-02 3.64678283e-02 1.67191913e-04]"	"[1.50612246e+00 1.46715161e+00 6.08297692e-01 2.75874218e+00
 3.63684952e-05 5.99082785e-02 6.14051180e+00 6.87878371e-04
 5.11887476e-05 5.18903550e-04 5.56019044e-04 2.62017622e-04]"
50	True	118.71379232406616	77.49130258752201	0.2333033599425746	2.4718675834714747	0.034317265833516304	0.1816093540695337	0.011391777190098411	0.008322754985125493	0.0014611653597391507	0.07512361368109984	0.009703988885496995	0.0854470505932477	0.037463025700805744	0.031183087503988606	`xtol` termination condition is satisfied.	"[2.33303360e-01 2.47186758e+00 3.43172658e-02 1.81609354e-01
 1.13917772e-02 8.32275499e-03 1.46116536e-03 7.51236137e-02
 9.70398889e-03 8.54470506e-02 3.74630257e-02 3.11830875e-02]"	"[2.08853887e-01 2.56012622e+00 5.33657515e-02 6.13931854e-01
 6.49004097e-03 2.22511758e-03 4.53752820e+00 9.31606966e-03
 3.54096535e-02 1.03993159e-04 1.75980540e-01 3.82454445e-03]"
22	True	96.31428217887878	77.59182297520067	0.07454406194744637	6.352365265186724	0.033936757643197674	0.3936155875431285	0.0002536741911254585	0.008045949964592838	0.001087495113412211	0.06127978486795585	0.012891824242844642	0.08736924417777897	0.033945488667294986	0.3511258498165212	`xtol` termination condition is satisfied.	"[7.45440619e-02 6.35236527e+00 3.39367576e-02 3.93615588e-01
 2.53674191e-04 8.04594996e-03 1.08749511e-03 6.12797849e-02
 1.28918242e-02 8.73692442e-02 3.39454887e-02 3.51125850e-01]"	"[5.59227818e+00 1.64120048e+01 1.56156763e-04 7.75829704e+00
 2.88650598e-03 1.57575335e-03 6.59333848e+00 1.06023907e-03
 1.12643744e-02 5.71718084e-01 1.97241691e-03 1.62313567e-02]"
18	True	132.4967746734619	77.97997948613576	0.10095995988162881	5.084553549939726	0.0428318199863247	2.669781359266505	6.401930722314509e-05	0.01160569050692933	0.0002594572216770026	0.01445088038868941	0.021801044163700982	0.04912697937956681	0.022067886195379974	0.09210365233555942	`xtol` termination condition is satisfied.	"[1.00959960e-01 5.08455355e+00 4.28318200e-02 2.66978136e+00
 6.40193072e-05 1.16056905e-02 2.59457222e-04 1.44508804e-02
 2.18010442e-02 4.91269794e-02 2.20678862e-02 9.21036523e-02]"	"[7.45692863e-01 3.09178935e+01 1.50190663e-04 8.96867012e-01
 6.11267726e-05 3.29481233e+00 1.38889353e-01 1.18649857e-02
 6.01393409e-01 1.17349309e-02 2.90358703e-04 4.65076945e-03]"
15	True	120.40785956382751	78.20248870584284	0.04578030658660597	9.194969997481364	0.03414657451537217	0.5065254849412283	0.0013886067684751764	0.007944528271388368	0.0010789354475059573	0.058947230441472105	0.00879347735061382	0.08742354727232977	0.03335212470369999	0.003706675127886572	`xtol` termination condition is satisfied.	"[4.57803066e-02 9.19497000e+00 3.41465745e-02 5.06525485e-01
 1.38860677e-03 7.94452827e-03 1.07893545e-03 5.89472304e-02
 8.79347735e-03 8.74235473e-02 3.33521247e-02 3.70667513e-03]"	"[2.90616447e-02 2.98978992e+00 5.30861547e-03 3.67969098e+00
 1.01019272e-05 3.10003033e-03 1.69648747e+00 6.12598317e-02
 1.79654727e-03 9.60665332e-03 2.54455534e-03 1.48478913e-03]"
73	True	104.16577100753784	78.32743751498357	0.020880243714780592	15.357927201348659	0.036291864970491264	0.7818789636206827	0.0030703098740935907	0.0063630464734883265	0.0010104492937780295	0.045806967728400386	0.00787129761644451	0.09992379186983158	0.03665420083892293	0.005008771240630726	`xtol` termination condition is satisfied.	"[2.08802437e-02 1.53579272e+01 3.62918650e-02 7.81878964e-01
 3.07030987e-03 6.36304647e-03 1.01044929e-03 4.58069677e-02
 7.87129762e-03 9.99237919e-02 3.66542008e-02 5.00877124e-03]"	"[2.13531465e+00 2.63872097e+01 1.37777501e-02 1.68502323e-01
 7.96908127e-02 3.89436369e-03 2.25572638e+01 3.91789020e-03
 2.11846401e-05 5.29486135e-03 4.92308966e-01 3.57339747e-03]"
9	True	179.21740746498108	78.43202447793888	0.05774958499600636	8.280484179564333	0.033360244573397424	0.20655700670149688	6.4658150135723e-05	0.008276073771377936	0.0012651268574613162	0.04494449647881949	0.0324325426306788	0.0843245362443648	0.03388242934952678	0.007099447614185272	`xtol` termination condition is satisfied.	"[5.77495850e-02 8.28048418e+00 3.33602446e-02 2.06557007e-01
 6.46581501e-05 8.27607377e-03 1.26512686e-03 4.49444965e-02
 3.24325426e-02 8.43245362e-02 3.38824293e-02 7.09944761e-03]"	"[6.22946714e-01 6.81864788e+01 9.15823119e-03 1.02781451e+00
 2.44753662e-02 2.95907768e-03 1.23292953e+00 9.47131242e-05
 1.32503124e-02 2.53319723e-03 1.53006397e-02 3.26921619e-03]"
85	True	121.68387937545776	78.64284954862819	0.026924247303972082	15.757966405792237	0.03729620828419893	1.5997196279964314	0.014792358591615522	0.016939818799248017	0.00045166991160454855	0.04958384364878828	0.014197354550953965	0.07745055416531592	0.03471205836870133	0.3364532163334369	`xtol` termination condition is satisfied.	"[2.69242473e-02 1.57579664e+01 3.72962083e-02 1.59971963e+00
 1.47923586e-02 1.69398188e-02 4.51669912e-04 4.95838436e-02
 1.41973546e-02 7.74505542e-02 3.47120584e-02 3.36453216e-01]"	"[1.34897424e+00 7.73949179e+00 6.63807931e-03 2.36459964e+00
 2.58993378e-02 4.35467988e-02 7.27728579e-02 1.26678361e-02
 2.44175339e-01 7.64449113e-04 1.12100420e-02 5.26452070e-01]"
71	True	96.42573189735413	79.38352905775017	0.01049551475355709	28.767874586034882	0.04127196476913232	1.8584291540818154	3.7570859889197764e-05	0.008563117509510908	0.00045442373695832935	0.0018032737845013237	0.047237305076130214	0.09840802990262738	0.03631960288999171	0.00011485143013595885	`xtol` termination condition is satisfied.	"[1.04955148e-02 2.87678746e+01 4.12719648e-02 1.85842915e+00
 3.75708599e-05 8.56311751e-03 4.54423737e-04 1.80327378e-03
 4.72373051e-02 9.84080299e-02 3.63196029e-02 1.14851430e-04]"	"[1.06595078e-02 2.03012961e+01 6.44444445e-03 3.05520007e+00
 1.09277170e-05 4.28090857e+00 7.53646445e-04 2.31409513e-01
 6.69753709e-01 3.62274281e-04 2.51984215e-02 2.79346040e-04]"
24	True	116.83164024353027	79.42577849238938	0.046582794070876746	9.726138198176788	0.036979434521172055	1.5839833942380452	0.0037843522843378813	0.015118264357466675	0.00046931900541386646	0.05394370740974656	0.012784518453743007	0.0730111301384131	0.02027818979713346	0.0033732891564647554	`xtol` termination condition is satisfied.	"[4.65827941e-02 9.72613820e+00 3.69794345e-02 1.58398339e+00
 3.78435228e-03 1.51182644e-02 4.69319005e-04 5.39437074e-02
 1.27845185e-02 7.30111301e-02 2.02781898e-02 3.37328916e-03]"	"[9.18261657e-01 2.86960914e+01 7.63740557e-01 1.19000123e+00
 8.56518424e-05 2.37653115e-02 1.15086965e-05 5.98902026e-02
 3.68570790e-03 2.97646530e-02 1.14095520e-04 5.18881991e-04]"
54	True	124.90908169746399	79.77061453386827	0.03492354958662203	18.461521878954894	0.043070506872928314	1.2084950988587162	0.00010564010983203919	0.011994630080843437	0.00045991136481580275	0.02299038651370509	0.025255418506948245	0.08326604511799726	0.024383541224432148	0.00011276293813803094	`xtol` termination condition is satisfied.	"[3.49235496e-02 1.84615219e+01 4.30705069e-02 1.20849510e+00
 1.05640110e-04 1.19946301e-02 4.59911365e-04 2.29903865e-02
 2.52554185e-02 8.32660451e-02 2.43835412e-02 1.12762938e-04]"	"[2.19241147e+00 1.47745327e+02 3.32256453e-04 1.92727029e+00
 1.23323014e-04 1.72470496e-01 4.16254535e+01 2.25185129e-04
 2.53882592e-01 5.49023297e-01 2.18003277e-03 5.16867387e-04]"
2	True	164.24462032318115	80.61670121342445	0.01339109729312492	24.5577633320336	0.03487557630985341	0.24806420973350873	0.0003234907994472311	0.0062810873119144945	0.0013917919615396921	0.05052770950671669	0.012163223069966195	0.10528147251313835	0.03836429580329041	0.38577306068852873	`xtol` termination condition is satisfied.	"[1.33910973e-02 2.45577633e+01 3.48755763e-02 2.48064210e-01
 3.23490799e-04 6.28108731e-03 1.39179196e-03 5.05277095e-02
 1.21632231e-02 1.05281473e-01 3.83642958e-02 3.85773061e-01]"	"[2.47189555e-01 3.34242259e+01 5.12709346e-04 8.97625218e+00
 9.12086260e-02 2.89965721e-01 8.78613948e+01 8.16900628e-01
 5.49443995e-02 1.20209879e-03 8.47834340e-04 4.93240364e-04]"
