run	success	duration	cost	ANGGEN2ANG1_k	E50_e3174	ALDSEC_k	BP_ald_fe	message	x	x0
90	True	11.475812673568726	73.12198757460105	0.09111127840860021	0.0002817149729199729	1.0001265067457377e-06	0.3110146411170003	`xtol` termination condition is satisfied.	[9.11112784e-02 2.81714973e-04 1.00012651e-06 3.11014641e-01]	[5.97386727e+03 5.86711953e-03 7.93949497e-03 1.05598415e-01]
72	True	4.955438613891602	73.12200268933294	0.09108439412348367	0.0002817405835731846	1.0011108839949884e-06	0.3109947335659353	`xtol` termination condition is satisfied.	[9.10843941e-02 2.81740584e-04 1.00111088e-06 3.10994734e-01]	[0.71850456 0.00128869 0.38507192 0.16346767]
27	True	5.813483238220215	73.12200355608213	0.0907175440566225	0.0002817514889853268	1.0003381485094646e-06	0.311008791765647	`xtol` termination condition is satisfied.	[9.07175441e-02 2.81751489e-04 1.00033815e-06 3.11008792e-01]	[5.74443870e+04 3.91962452e-02 1.25190891e-02 1.70760970e-01]
91	True	10.280606508255005	73.12202870948309	0.09108154964951047	0.00028170689011969714	1.0000150850850558e-06	0.31101999301732824	`xtol` termination condition is satisfied.	[9.10815496e-02 2.81706890e-04 1.00001509e-06 3.11019993e-01]	[0.07457294 0.00279438 0.00335428 0.12227266]
17	True	7.090513706207275	73.12203890774339	0.09110777998070482	0.000281730825875748	1.0010602330847576e-06	0.310994772234053	`xtol` termination condition is satisfied.	[9.11077800e-02 2.81730826e-04 1.00106023e-06 3.10994772e-01]	[7.10396607e+01 7.08945855e-03 1.25665464e-02 2.62660478e-01]
31	True	4.697185277938843	73.12205094401767	0.0913352231549428	0.0002817528159771058	1.0026026189264854e-06	0.3109792636911954	`xtol` termination condition is satisfied.	[9.13352232e-02 2.81752816e-04 1.00260262e-06 3.10979264e-01]	[1.20578349e+01 3.91587037e-04 3.07559248e-05 2.46968521e-01]
99	True	5.118689060211182	73.12206390055111	0.09101082899763771	0.0002817109435178173	1.0001937160304126e-06	0.31101089057319115	`xtol` termination condition is satisfied.	[9.10108290e-02 2.81710944e-04 1.00019372e-06 3.11010891e-01]	[1.59675004e+01 1.26427560e-05 7.78130265e-01 3.76294546e-01]
70	True	5.812855958938599	73.12206760640503	0.09102103413321302	0.00028171966759583646	1.000577229696344e-06	0.31100183026002604	`xtol` termination condition is satisfied.	[9.10210341e-02 2.81719668e-04 1.00057723e-06 3.11001830e-01]	[1.30380620e+01 1.58900554e-05 2.30034848e-01 4.42847537e-01]
96	True	7.132219076156616	73.12207212116652	0.091024485997746	0.00028170347828082863	1.0000108979500038e-06	0.3110196300502196	`xtol` termination condition is satisfied.	[9.10244860e-02 2.81703478e-04 1.00001090e-06 3.11019630e-01]	[6.05173462e+00 6.62378645e-07 7.32844307e-04 4.79283026e-01]
9	True	5.480316638946533	73.12207475791335	0.09085750607970776	0.0002817294779639662	1.0004753451692834e-06	0.3110039395268496	`xtol` termination condition is satisfied.	[9.08575061e-02 2.81729478e-04 1.00047535e-06 3.11003940e-01]	[1.10446853e+03 8.39232316e-04 3.29174383e-02 4.51498235e-01]
57	True	6.291443109512329	73.12207926858692	0.0908522231076904	0.00028172701531802447	1.0003966142661803e-06	0.31100555845689914	`xtol` termination condition is satisfied.	[9.08522231e-02 2.81727015e-04 1.00039661e-06 3.11005558e-01]	[4.05167461e+02 2.55438921e-02 1.00948613e-03 3.21191469e-01]
76	True	6.263822793960571	73.12207967377074	0.09090018382391088	0.00028171638813846635	1.0001579466277578e-06	0.3110119435470067	`xtol` termination condition is satisfied.	[9.09001838e-02 2.81716388e-04 1.00015795e-06 3.11011944e-01]	[2.81031746e+02 4.11654066e-02 1.22475017e-04 3.44341380e-01]
10	True	5.724998235702515	73.12208015267578	0.09098450553458402	0.000281708858872619	1.0001448860386202e-06	0.31101226457369	`xtol` termination condition is satisfied.	[9.09845055e-02 2.81708859e-04 1.00014489e-06 3.11012265e-01]	[3.02747414e+00 2.30311679e-06 2.62199871e-01 5.55152564e-01]
44	True	7.434015512466431	73.12209015998981	0.09098017261484272	0.00028170498349528345	1.0000540328904881e-06	0.3110160888664376	`xtol` termination condition is satisfied.	[9.09801726e-02 2.81704983e-04 1.00005403e-06 3.11016089e-01]	[4.59615269e+01 1.01544694e-02 1.11994824e-03 1.90632410e-01]
28	True	6.258147478103638	73.12210064253097	0.09096846692939597	0.00028173344916003723	1.0011562241568013e-06	0.31099228565230386	`xtol` termination condition is satisfied.	[9.09684669e-02 2.81733449e-04 1.00115622e-06 3.10992286e-01]	[8.54439264e+01 2.79145288e-06 1.93153635e-05 4.31125819e-01]
23	True	6.514864921569824	73.12211120322003	0.09093266781133617	0.00028171723049835463	1.0005073248148447e-06	0.3110024654426999	`xtol` termination condition is satisfied.	[9.09326678e-02 2.81717230e-04 1.00050732e-06 3.11002465e-01]	[5.28419005e+00 2.85865764e-05 2.16608846e-04 1.72964482e-01]
24	True	6.498284101486206	73.12211260014884	0.09098780495498003	0.0002816989735033029	1.0000043913620476e-06	0.31101974585207015	`xtol` termination condition is satisfied.	[9.09878050e-02 2.81698974e-04 1.00000439e-06 3.11019746e-01]	[7.41089599e+02 8.50500576e-03 1.51817544e-01 2.21009830e-01]
54	True	7.290120840072632	73.12212279656956	0.09096943420901703	0.0002816985878736062	1.0000023568854802e-06	0.3110199340812198	`xtol` termination condition is satisfied.	[9.09694342e-02 2.81698588e-04 1.00000236e-06 3.11019934e-01]	[9.34932533e-01 5.25080596e-06 8.77993877e-04 4.55095971e-01]
39	True	6.776278972625732	73.12213866741118	0.09094655424402362	0.00028169769054070136	1.000004872149127e-06	0.31101923445432195	`xtol` termination condition is satisfied.	[9.09465542e-02 2.81697691e-04 1.00000487e-06 3.11019234e-01]	[0.01484981 0.00456022 0.00329332 0.51806543]
42	True	11.7114098072052	73.12214188088242	0.09090220956180632	0.0002817022792723819	1.0000580872942928e-06	0.3110150429717963	`xtol` termination condition is satisfied.	[9.09022096e-02 2.81702279e-04 1.00005809e-06 3.11015043e-01]	[1.75870961e-01 4.58368699e-05 4.50821474e-01 3.56375257e-01]
63	True	6.092510461807251	73.12214275887777	0.09093182600128019	0.00028171877485354887	1.0007771015442374e-06	0.3109971179178188	`xtol` termination condition is satisfied.	[9.09318260e-02 2.81718775e-04 1.00077710e-06 3.10997118e-01]	[1.14662522e+01 7.22255145e-03 9.28658563e-04 3.26935985e-01]
47	True	6.109084606170654	73.12214567884273	0.0909139098709864	0.00028171669222325473	1.0006615891010586e-06	0.3109990220213331	`xtol` termination condition is satisfied.	[9.09139099e-02 2.81716692e-04 1.00066159e-06 3.10999022e-01]	[7.00062879e+02 4.00787143e-03 4.08468614e-04 4.27266873e-01]
82	True	5.737178325653076	73.12214652796563	0.09093951906696875	0.0002816967943075302	1.0000023885771252e-06	0.3110195201662495	`xtol` termination condition is satisfied.	[9.09395191e-02 2.81696794e-04 1.00000239e-06 3.11019520e-01]	[1.49615225e+00 7.68475197e-04 5.72459847e-01 1.79122684e-01]
34	True	7.510543346405029	73.12214965103028	0.09092081224756873	0.000281697915406279	1.0000065325425807e-06	0.3110188371900563	`xtol` termination condition is satisfied.	[9.09208122e-02 2.81697915e-04 1.00000653e-06 3.11018837e-01]	[6.20646493e+01 3.49748982e-02 1.55818809e-01 1.97684685e-01]
8	True	8.318320274353027	73.12215134060833	0.09090271539297216	0.0002816994732796573	1.0000187422281282e-06	0.31101752598476456	`xtol` termination condition is satisfied.	[9.09027154e-02 2.81699473e-04 1.00001874e-06 3.11017526e-01]	[1.97190884e+00 1.11916780e-02 1.53199768e-03 1.20474171e-01]
71	True	6.374231338500977	73.12215151339537	0.09089278494566241	0.0002817008842385794	1.0000408292738232e-06	0.3110158901037814	`xtol` termination condition is satisfied.	[9.08927849e-02 2.81700884e-04 1.00004083e-06 3.11015890e-01]	[1.91902385e+03 1.02975825e-02 4.06444122e-02 3.89916822e-01]
85	True	7.317288398742676	73.12215179620563	0.0909097284999525	0.0002816985671603955	1.0000101911439356e-06	0.31101836375187997	`xtol` termination condition is satisfied.	[9.09097285e-02 2.81698567e-04 1.00001019e-06 3.11018364e-01]	[1.90600382e+01 9.61649114e-05 1.83654222e-03 1.11894648e-01]
3	True	7.476937532424927	73.12216053468573	0.09091020783515297	0.0002816968159610041	1.0000053813635197e-06	0.3110188133964942	`xtol` termination condition is satisfied.	[9.09102078e-02 2.81696816e-04 1.00000538e-06 3.11018813e-01]	[2.11169048e+02 6.13642545e-05 9.82803070e-02 2.79310078e-01]
1	True	5.232518911361694	73.12216362858346	0.09089974862459461	0.00028171672242835986	1.000739491921194e-06	0.310997405415964	`xtol` termination condition is satisfied.	[9.08997486e-02 2.81716722e-04 1.00073949e-06 3.10997405e-01]	[2.37670405e-01 3.93177363e-03 1.73276224e-05 1.52925636e-01]
33	True	6.421867847442627	73.12216600503135	0.09088706774836573	0.0002816979389335391	1.0000102767633278e-06	0.3110181378002671	`xtol` termination condition is satisfied.	[9.08870677e-02 2.81697939e-04 1.00001028e-06 3.11018138e-01]	[2.64252506e+04 7.53839061e-05 1.75929573e-04 2.05638161e-01]
29	True	12.149627208709717	73.1221838471807	0.09082810029070292	0.00028170129711619865	1.0000645712037244e-06	0.3110141036447027	`xtol` termination condition is satisfied.	[9.08281003e-02 2.81701297e-04 1.00006457e-06 3.11014104e-01]	[2.43626204e-01 7.08136655e-06 3.71898153e-04 3.28071611e-01]
81	True	5.697527885437012	73.12218701844168	0.09073512809113449	0.0002817212342346747	1.000517270835613e-06	0.31100143199586694	`xtol` termination condition is satisfied.	[9.07351281e-02 2.81721234e-04 1.00051727e-06 3.11001432e-01]	[1.48121756e+03 1.23855656e-06 2.43386208e-02 2.05325489e-01]
92	True	11.25220274925232	73.12219202417393	0.09088069269174476	0.0002816935129568434	1.0000003203214452e-06	0.31101927704690224	`xtol` termination condition is satisfied.	[9.08806927e-02 2.81693513e-04 1.00000032e-06 3.11019277e-01]	[2.82284185e+02 9.46949575e-05 4.83896875e-05 5.25052081e-01]
35	True	6.098951816558838	73.12219754957509	0.09087014955791696	0.0002816934890382208	1.0000028336719023e-06	0.31101860994586866	`xtol` termination condition is satisfied.	[9.08701496e-02 2.81693489e-04 1.00000283e-06 3.11018610e-01]	[1.33266691e+03 3.19934393e-06 6.66562139e-03 3.33881912e-01]
61	True	5.604396343231201	73.12219797690412	0.09082151866660917	0.00028169820670535204	1.0000228713885423e-06	0.3110165126454376	`xtol` termination condition is satisfied.	[9.08215187e-02 2.81698207e-04 1.00002287e-06 3.11016513e-01]	[5.33940591e-02 7.90999796e-06 3.81886623e-01 2.29984633e-01]
20	True	5.482504367828369	73.12220174766591	0.09090295796044165	0.00028168983138146547	1.000000000001816e-06	0.31101885098354504	`ftol` termination condition is satisfied.	[9.09029580e-02 2.81689831e-04 1.00000000e-06 3.11018851e-01]	[1.35609227e+03 1.40785205e-04 1.95137707e-06 1.41639845e-01]
66	True	6.6014299392700195	73.12220576482004	0.09085395837200742	0.00028169333875580836	1.0000001047536678e-06	0.31101916790163225	`xtol` termination condition is satisfied.	[9.08539584e-02 2.81693339e-04 1.00000010e-06 3.11019168e-01]	[2.46223265e-02 9.13641102e-05 2.97104244e-02 1.03616646e-01]
75	True	6.711496829986572	73.12220679063311	0.09082745602831792	0.0002816956140334849	1.0000052689190962e-06	0.3110181782869662	`xtol` termination condition is satisfied.	[9.08274560e-02 2.81695614e-04 1.00000527e-06 3.11018178e-01]	[2.22551894e+00 2.49900361e-04 4.25968583e-04 1.29720504e-01]
2	True	6.0851263999938965	73.12220721964528	0.09078746728458734	0.0002817003392844345	1.000051614967975e-06	0.3110144972300211	`xtol` termination condition is satisfied.	[9.07874673e-02 2.81700339e-04 1.00005161e-06 3.11014497e-01]	[1.52438877e-02 4.05065050e-05 2.94701473e-04 3.78390128e-01]
15	True	11.103791236877441	73.12220780797863	0.09089663427081084	0.0002816892793498234	1.000000000000002e-06	0.31101864344330143	`ftol` termination condition is satisfied.	[9.08966343e-02 2.81689279e-04 1.00000000e-06 3.11018643e-01]	[4.17840349e-02 6.50395358e-05 1.84062112e-06 1.48074164e-01]
87	True	8.455657243728638	73.12220781483082	0.09089664379296568	0.0002816892792822412	1.000000000000002e-06	0.31101864311103344	`ftol` termination condition is satisfied.	[9.08966438e-02 2.81689279e-04 1.00000000e-06 3.11018643e-01]	[6.77569944e-02 4.77739338e-06 2.22206509e-05 1.61123163e-01]
68	True	9.691563606262207	73.12220781622936	0.09089661820065376	0.0002816892791712744	1.000000000000002e-06	0.31101864340328755	`ftol` termination condition is satisfied.	[9.08966182e-02 2.81689279e-04 1.00000000e-06 3.11018643e-01]	[6.03193864e+00 7.57082783e-07 1.47423402e-02 1.67286241e-01]
89	True	9.759829759597778	73.12220781845244	0.09089663050610726	0.000281689278340453	1.000000000000002e-06	0.31101864290871134	`ftol` termination condition is satisfied.	[9.08966305e-02 2.81689278e-04 1.00000000e-06 3.11018643e-01]	[7.08069784e+03 4.26666727e-02 2.53401597e-06 5.56647368e-01]
58	True	8.792142152786255	73.12220782710851	0.09089658825840395	0.0002816892771452887	1.000000000000002e-06	0.31101864242831356	`ftol` termination condition is satisfied.	[9.08965883e-02 2.81689277e-04 1.00000000e-06 3.11018642e-01]	[1.37907870e+04 1.80526981e-03 1.56844199e-02 1.52078184e-01]
83	True	8.176804304122925	73.12220783094679	0.09089660767498944	0.0002816892782008847	1.000000000000002e-06	0.3110186427723103	`ftol` termination condition is satisfied.	[9.08966077e-02 2.81689278e-04 1.00000000e-06 3.11018643e-01]	[6.07233671e+02 6.35558792e-03 9.56925344e-02 2.77230807e-01]
4	True	8.480085849761963	73.12220783644572	0.090896600814578	0.000281689277194976	1.000000000000002e-06	0.3110186424029878	`ftol` termination condition is satisfied.	[9.08966008e-02 2.81689277e-04 1.00000000e-06 3.11018642e-01]	[1.18572655e+01 4.11814917e-06 6.63335610e-03 1.05816309e-01]
13	True	8.892138481140137	73.12220784654961	0.09089658541569996	0.00028168927619726613	1.000000000000002e-06	0.3110186420260347	`ftol` termination condition is satisfied.	[9.08965854e-02 2.81689276e-04 1.00000000e-06 3.11018642e-01]	[1.22352869e+03 5.11050822e-06 3.10407445e-02 1.85894364e-01]
32	True	8.118578433990479	73.12220786252561	0.09089654776955008	0.0002816892765714204	1.000000000000002e-06	0.31101864211532065	`ftol` termination condition is satisfied.	[9.08965478e-02 2.81689277e-04 1.00000000e-06 3.11018642e-01]	[9.13082159e+03 8.18082531e-03 7.40109240e-01 3.53553581e-01]
22	True	7.78339147567749	73.12220787200285	0.09089656773927304	0.00028168927673594347	1.000000000000002e-06	0.3110186424783226	`ftol` termination condition is satisfied.	[9.08965677e-02 2.81689277e-04 1.00000000e-06 3.11018642e-01]	[2.73368925e-02 5.40865051e-07 5.06446740e-01 2.82077458e-01]
45	True	8.13849401473999	73.12220788496006	0.09089649522314566	0.00028168927557289134	1.000000000000002e-06	0.3110186421622174	`ftol` termination condition is satisfied.	[9.08964952e-02 2.81689276e-04 1.00000000e-06 3.11018642e-01]	[0.01681533 0.00018951 0.13554495 0.11102418]
53	True	8.189630031585693	73.12220788956236	0.0908965033167143	0.0002816892750891479	1.000000000000002e-06	0.31101864191152145	`ftol` termination condition is satisfied.	[9.08965033e-02 2.81689275e-04 1.00000000e-06 3.11018642e-01]	[3.13426921e+00 3.85564873e-05 4.44890985e-05 3.66850433e-01]
5	True	7.40938925743103	73.12220790058029	0.0908964966128162	0.00028168927408367015	1.000000000000002e-06	0.3110186413391376	`ftol` termination condition is satisfied.	[9.08964966e-02 2.81689274e-04 1.00000000e-06 3.11018641e-01]	[3.80054075e+01 3.05539556e-04 5.96671584e-06 1.82141456e-01]
64	True	8.120153427124023	73.12220790893224	0.09089649152461311	0.000281689274626542	1.000000000000002e-06	0.3110186414936439	`ftol` termination condition is satisfied.	[9.08964915e-02 2.81689275e-04 1.00000000e-06 3.11018641e-01]	[1.63354727e+03 3.44262883e-03 1.12982175e-04 3.64123092e-01]
77	True	8.660770177841187	73.12220796166311	0.09089638334209613	0.0002816892726840702	1.000000000000002e-06	0.3110186407882624	`ftol` termination condition is satisfied.	[9.08963833e-02 2.81689273e-04 1.00000000e-06 3.11018641e-01]	[5.48066239e+01 8.64999066e-05 1.47271631e-03 5.25168128e-01]
