study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Lo1995	all	18.0	NA	species	18.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Lo1995	all	18.0	NA	healthy 	18.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Lo1995	all	18.0	NA	sex	18.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Lo1995	study1	12.0	all	sex	12.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Lo1995	study1	12.0	all	overnight fast	12.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Lo1995	study1	12.0	all	age	12.0	NA	NA	NA	NA	NA	NA	21.0	36.0	yr	NA
Lo1995	study1	12.0	all	weight	12.0	NA	NA	75.6	NA	NA	NA	NA	NA	kg	NA
Lo1995	study2	6.0	all	sex	6.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Lo1995	study2	6.0	all	overnight fast	6.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Lo1995	study2	6.0	all	age	6.0	NA	NA	NA	NA	NA	NA	22.0	30.0	yr	NA
Lo1995	study2	6.0	all	weight	6.0	NA	NA	78.6	NA	NA	NA	NA	NA	kg	NA
